GB-GOR,UK Government organisation name,Website,Status,CO2 emissions (g),Website carbon link,Date last checked
OT1166,Infrastructure and Projects Authority,https://gov.uk/government/organisations/infrastructure-and-projects-authority,,0.57,,2021-12-24
PB1078,Innovate UK,https://gov.uk/government/organisations/innovate-uk,,0.28,,2021-12-24
PB445,Insolvency Rules Committee,https://gov.uk/government/organisations/insolvency-rules-committee,,0.13,,2021-12-24
PB1275,Institute for Apprenticeships and Technical Education,https://www.instituteforapprenticeships.org/,,1.34,,2021-12-24
EA34,Intellectual Property Office,https://gov.uk/government/organisations/intellectual-property-office,,0.42,,2021-12-24
OT1052,Intelligence Analysis ,https://gov.uk/government/organisations/civil-service-intelligence-analysis-profession,,0.13,,2021-12-24
OT1038,Internal Audit Profession,https://gov.uk/government/organisations/civil-service-internal-audit-profession,,0.13,,2021-12-24
OT1338,Invest Northern Ireland,https://www.investni.com/,,0.66,,2021-12-24
OT1257,Investigatory Powers Commissioner's Office,https://www.ipco.org.uk,,3.57,,2021-12-24
PB270,Investigatory Powers Tribunal,http://www.ipt-uk.com/,,0.16,,2021-12-24
OT1195,Iraq Inquiry,http://www.iraqinquiry.org.uk,,0.61,,2021-12-24
PB201,Joint Nature Conservation Committee,http://jncc.defra.gov.uk/,,3.54,,2021-12-24
PB299,Judicial Appointments Commission,https://www.judicialappointments.gov.uk,,0.57,,2021-12-24
IM333,Judicial Appointments and Conduct Ombudsman,https://gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman,,0.42,,2021-12-24
OT1215,Judicial Office,https://www.judiciary.gov.uk/,,0.46,,2021-12-24
EA752,Labour Relations Agency (Northern Ireland),https://www.lra.org.uk/,,1.13,,2021-12-24
OT220,Lake District National Park Authority,http://www.lakedistrict.gov.uk/,,2.65,,2021-12-24
OT1190,Lammy Review,https://gov.uk/government/organisations/lammy-review,,0.17,,2021-12-24
PB358,Land Registration Rule Committee,https://gov.uk/government/organisations/land-registration-rule-committee,,0.13,,2021-12-24
PB294,Law Commission,http://www.lawcom.gov.uk,,1.00,,2021-12-24
PB373,Leasehold Advisory Service,https://www.lease-advice.org/,,0.53,,2021-12-24
EA556,Legal Aid Agency,https://gov.uk/government/organisations/legal-aid-agency,,0.53,,2021-12-24
EA1292,Legal Services Agency (Northern Ireland),https://www.justice-ni.gov.uk/topics/legal-aid/legal-services-agency-northern-ireland,,0.15,,2021-12-24
IM332,Legal Services Board,http://www.legalservicesboard.org.uk/,,0.31,,2021-12-24
OT1263,Life Sciences Organisation,https://gov.uk/government/organisations/life-sciences-organisation,,0.21,,2021-12-24
OT849,Livestock and Meat Commission for Northern Ireland,https://www.lmcni.com/,,2.88,,2021-12-24
PB503,Local Government and Social Care Ombudsman,http://www.lgo.org.uk,,1.69,,2021-12-24
PB1245,LocatED,https://located.co.uk/,,0.92,,2021-12-24
PC493,London and Continental Railways Limited,http://www.lcrhq.co.uk/,,3.10,,2021-12-24
OT1240,Low Level Waste Repository Ltd ,https://gov.uk/government/organisations/low-level-waste-repository-ltd,,1.29,,2021-12-24
PB122,Low Pay Commission,https://gov.uk/government/organisations/low-pay-commission,,0.29,,2021-12-24
OT1239,Magnox Ltd,https://gov.uk/government/organisations/magnox-ltd,,0.92,,2021-12-24
PC472,Marine Accident Investigation Branch,https://gov.uk/government/organisations/marine-accident-investigation-branch,,0.56,,2021-12-24
PB57,Marine Management Organisation,https://gov.uk/government/organisations/marine-management-organisation,,1.04,,2021-12-24
EA78,Maritime and Coastguard Agency,https://gov.uk/government/organisations/maritime-and-coastguard-agency,,0.70,,2021-12-24
OT315,Marshall Aid Commemoration Commission,http://www.marshallscholarship.org/,,1.47,,2021-12-24
OT1054,Medical Profession,https://gov.uk/government/organisations/civil-service-medical-profession,,0.13,,2021-12-24
PB132,Medical Research Council,http://www.mrc.ac.uk/,,2.39,,2021-12-24
EA63,Medicines and Healthcare products Regulatory Agency,https://gov.uk/government/organisations/medicines-and-healthcare-products-regulatory-agency,,0.68,,2021-12-24
EA46,Met Office,http://www.metoffice.gov.uk/,,0.40,,2021-12-24
PB275,Migration Advisory Committee,https://gov.uk/government/organisations/migration-advisory-committee,,0.67,,2021-12-24
OT1071,Military Aviation Authority,https://gov.uk/government/organisations/military-aviation-authority,,0.58,,2021-12-24
D17,Ministry of Defence,https://gov.uk/government/organisations/ministry-of-defence,,2.13,,2021-12-24
D18,Ministry of Justice,https://gov.uk/government/organisations/ministry-of-justice,,1.95,,2021-12-24
OT1333,Modernisation and Reform,https://gov.uk/government/organisations/modernisation-and-reform,,0.33,,2021-12-24
OT1266,Money and Pensions Service,https://moneyandpensionsservice.org.uk/,,4.94,,2021-12-24
OT565,Morecambe Bay Investigation,https://gov.uk/government/organisations/morecambe-bay-investigation,,0.18,,2021-12-24
OT486,NHS Blood and Transplant,http://www.nhsbt.nhs.uk/,,1.62,,2021-12-24
OT529,NHS Business Services Authority,http://www.nhsbsa.nhs.uk/,,0.56,,2021-12-24
OT1243,NHS Counter Fraud Authority,https://cfa.nhs.uk/,,2.98,,2021-12-24
PB1202,NHS Digital,https://digital.nhs.uk/,FAIL,,,
PB481,NHS England,http://www.england.nhs.uk/,,1.07,,2021-12-24
PB1199,NHS Improvement,http://www.england.nhs.uk/,,1.07,,2021-12-24
PB531,NHS Pay Review Body,https://gov.uk/government/organisations/nhs-pay-review-body,,0.57,,2021-12-24
PB1287,NHS Resolution,https://resolution.nhs.uk/,,0.20,,2021-12-24
OT1104,NHS Wales Informatics Service,https://nwis.nhs.wales/,,1.13,,2021-12-24
EA104,NS&amp;I,http://www.nsandi.com/,,1.70,,2021-12-24
PB307,National Army Museum,http://www.nam.ac.uk/,,4.03,,2021-12-24
OT1270,National Citizen Service,https://www.ncsyes.co.uk/,,7.61,,2021-12-24
OT1089,National Counter Terrorism Security Office,https://gov.uk/government/organisations/national-counter-terrorism-security-office,,1.01,,2021-12-24
PB558,National Crime Agency,http://www.nationalcrimeagency.gov.uk/,,1.33,,2021-12-24
PB580,National Crime Agency Remuneration Review Body ,https://gov.uk/government/organisations/national-crime-agency-remuneration-review-body,,0.29,,2021-12-24
OT1211,National Cyber Security Centre,https://www.ncsc.gov.uk/,,1.62,,2021-12-24
OT1180,National Data Guardian,https://gov.uk/government/organisations/national-data-guardian,,0.26,,2021-12-24
OT237,National Employment Savings Trust (NEST) Corporation,https://www.nestpensions.org.uk/,,1.99,,2021-12-25
PB415,National Forest Company,http://www.nationalforest.org,,0.63,,2021-12-24
PB174,National Gallery,http://www.nationalgallery.org.uk/,,1.82,,2021-12-24
PB175,National Heritage Memorial Fund,http://www.nhmf.org.uk/,,2.80,,2021-12-24
OT1090,National Information Board,https://gov.uk/government/organisations/national-information-board,,0.48,,2021-12-24
OT1161,National Infrastructure Commission,https://www.nic.org.uk/,,0.62,,2021-12-24
PB474,National Institute for Health and Care Excellence,http://www.nice.org.uk/,,0.70,,2021-12-24
OT1299,National Leadership Centre,https://www.nationalleadership.gov.uk/,,0.52,,2021-12-24
PB1284,National Lottery Heritage Fund,https://www.heritagefund.org.uk/,,0.74,,2021-12-24
PB290,National Museum of the Royal Navy,http://www.nmrn.org.uk,,1.51,,2021-12-24
PB178,National Museums Liverpool,http://www.liverpoolmuseums.org.uk/,,1.58,,2021-12-24
PB179,National Portrait Gallery,http://www.npg.org.uk/,,2.75,,2021-12-24
OT1343,National Security Technology and Innovation Exchange,https://gov.uk/government/organisations/national-security-technology-and-innovation-exchange,,0.15,,2021-12-24
OT505,National security and intelligence,https://gov.uk/government/organisations/national-security,,0.19,,2021-12-24
PB202,Natural England,https://gov.uk/government/organisations/natural-england,,1.07,,2021-12-24
PB133,Natural Environment Research Council,http://www.nerc.ac.uk/,,2.31,,2021-12-24
PB180,Natural History Museum,http://www.nhm.ac.uk/,,0.61,,2021-12-24
OT1103,Natural Resources Wales,http://naturalresourceswales.gov.uk/,,0.18,,2021-12-24
OT1244,Network Rail,https://www.networkrail.co.uk/,,1.19,,2021-12-24
OT222,New Forest National Park Authority,http://www.newforestnpa.gov.uk/,,2.34,,2021-12-24
OT223,North York Moors National Park Authority,http://www.northyorkmoors.org.uk/,,2.08,,2021-12-24
OT644,"Northern Ireland Council for the Curriculum, Examinations and Assessment",https://gov.uk/government/organisations/northern-ireland-council-for-the-curriculum-examinations-and-assessment,,0.13,,2021-12-24
EA725,Northern Ireland Courts and Tribunals Service,https://www.justice-ni.gov.uk/topics/courts-and-tribunals,,0.15,,2021-12-24
DA1021,Northern Ireland Executive ,http://www.northernireland.gov.uk,,0.27,,2021-12-24
PB1212,Northern Ireland Housing Executive,https://www.nihe.gov.uk/,,0.92,,2021-12-24
OT429,Northern Ireland Human Rights Commission,http://www.nihrc.org/,,0.62,,2021-12-24
D19,Northern Ireland Office,https://gov.uk/government/organisations/northern-ireland-office,,0.56,,2021-12-24
OT649,Northern Ireland Policing Board,http://www.nipolicingboard.org.uk/,,0.81,,2021-12-24
EA797,Northern Ireland Prison Service,https://www.justice-ni.gov.uk/topics/prisons,,0.15,,2021-12-24
EA701,Northern Ireland Statistics and Research Agency,http://www.nisra.gov.uk/,,0.26,,2021-12-24
PB463,Northern Lighthouse Board,http://www.nlb.org.uk/,,1.22,,2021-12-24
OT543,Northumberland National Park Authority,http://www.northumberlandnationalpark.org.uk,,0.69,,2021-12-24
PB197,Nuclear Decommissioning Authority,https://gov.uk/government/organisations/nuclear-decommissioning-authority,,1.80,,2021-12-24
PB193,Nuclear Liabilities Financing Assurance Board,https://gov.uk/government/organisations/nuclear-liabilities-financing-assurance-board,,0.14,,2021-12-24
PB400,Nuclear Research Advisory Council,https://gov.uk/government/organisations/nuclear-research-advisory-council,,0.13,,2021-12-24
OT385,Ofcom,http://www.ofcom.org.uk,,0.98,,2021-12-24
OT1278,Office for Artificial Intelligence,https://gov.uk/government/organisations/office-for-artificial-intelligence,,0.78,,2021-12-24
PB260,Office for Budget Responsibility,https://obr.uk/,,0.59,,2021-12-25
OT1286,Office for Communications Data Authorisations,https://gov.uk/government/organisations/office-for-communications-data-authorisations,,0.14,,2021-12-24
OT1341,Office for Health Improvement and Disparities,https://gov.uk/government/organisations/office-for-health-improvement-and-disparities,,0.17,,2021-12-24
OT1332,Office for Investment,https://gov.uk/government/organisations/office-for-investment,,0.76,,2021-12-24
OT502,Office for Life Sciences,https://gov.uk/government/organisations/office-for-life-sciences,,0.42,,2021-12-24
D303,Office for National Statistics,http://www.ons.gov.uk/,,0.25,,2021-12-24
PC1059,Office for Nuclear Regulation,http://www.onr.org.uk/index.htm,,0.77,,2021-12-24
OT1246,Office for Product Safety and Standards,https://gov.uk/government/organisations/office-for-product-safety-and-standards,,1.01,,2021-12-24
PB1253,Office for Students,https://www.officeforstudents.org.uk/,,0.44,,2021-12-24
OT1301,Office for Veterans' Affairs,https://gov.uk/government/organisations/office-for-veterans-affairs,,0.70,,2021-12-24
OT1323,Office for Zero Emission Vehicles,https://gov.uk/government/organisations/office-for-zero-emission-vehicles,,0.56,,2021-12-24
OT1340,Office for the Internal Market,https://gov.uk/government/organisations/office-for-the-internal-market,,0.27,,2021-12-24
OT1187,Office of Financial Sanctions Implementation,https://gov.uk/government/organisations/office-of-financial-sanctions-implementation,,0.65,,2021-12-24
PB266,Office of Manpower Economics,https://gov.uk/government/organisations/office-of-manpower-economics,,0.32,,2021-12-24
D1117,Office of Rail and Road,http://www.orr.gov.uk,,1.24,,2021-12-24
OT261,Office of Tax Simplification,https://gov.uk/government/organisations/office-of-tax-simplification,,0.59,,2021-12-24
D20,Office of the Advocate General for Scotland,https://gov.uk/government/organisations/office-of-the-advocate-general-for-scotland,,0.33,,2021-12-24
PB413,Office of the Children's Commissioner,http://www.childrenscommissioner.gov.uk/,,4.77,,2021-12-24
PB263,Office of the Immigration Services Commissioner,https://gov.uk/government/organisations/office-of-the-immigration-services-commissioner,,0.53,,2021-12-24
D21,Office of the Leader of the House of Commons,https://gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons,,0.86,,2021-12-24
D22,Office of the Leader of the House of Lords,https://gov.uk/government/organisations/office-of-the-leader-of-the-house-of-lords,,0.23,,2021-12-24
OT515,Office of the Parliamentary Counsel,https://gov.uk/government/organisations/office-of-the-parliamentary-counsel,,0.55,,2021-12-24
OT636,Office of the Police Ombudsman for Northern Ireland,https://www.policeombudsman.org/,,0.70,,2021-12-24
EA72,Office of the Public Guardian,https://gov.uk/government/organisations/office-of-the-public-guardian,,0.31,,2021-12-24
OT1091,Office of the Registrar of Consultant Lobbyists,http://registrarofconsultantlobbyists.org.uk/,,0.76,,2021-12-24
OT553,Office of the Regulator of Community Interest Companies,https://gov.uk/government/organisations/office-of-the-regulator-of-community-interest-companies,,0.44,,2021-12-24
OT1027,Office of the Schools Adjudicator,https://gov.uk/government/organisations/office-of-the-schools-adjudicator,,0.14,,2021-12-24
D23,Office of the Secretary of State for Scotland,https://gov.uk/government/organisations/office-of-the-secretary-of-state-for-scotland,,0.74,,2021-12-24
D24,Office of the Secretary of State for Wales,https://gov.uk/government/organisations/office-of-the-secretary-of-state-for-wales,,1.45,,2021-12-24
OT328,Official Solicitor and Public Trustee,https://gov.uk/government/organisations/official-solicitor-and-public-trustee,,0.58,,2021-12-24
OT1262,Offshore Petroleum Regulator for Environment and Decommissioning,https://gov.uk/government/organisations/offshore-petroleum-regulator-for-environment-and-decommissioning,,0.14,,2021-12-24
D108,Ofgem,http://www.ofgem.gov.uk/,,0.57,,2021-12-24
D109,Ofqual,https://gov.uk/government/organisations/ofqual,,0.40,,2021-12-24
D106,Ofsted,https://gov.uk/government/organisations/ofsted,,1.20,,2021-12-24
EA1119,Oil and Gas Authority,https://www.ogauthority.co.uk/,,1.31,,2021-12-24
OT566,Open Public Services,https://gov.uk/government/organisations/open-public-services,,0.46,,2021-12-24
OT1029,Operational Delivery Profession,https://gov.uk/government/organisations/civil-service-operational-delivery-profession,,0.19,,2021-12-24
D38,Ordnance Survey,http://www.ordnancesurvey.co.uk/,,1.90,,2021-12-24
OT430,Parades Commission for Northern Ireland,http://www.paradescommission.org/,,0.16,,2021-12-24
PB301,Parole Board,https://gov.uk/government/organisations/parole-board,,0.64,,2021-12-24
OT1151,Payment Systems Regulator,https://www.psr.org.uk/,,1.31,,2021-12-24
OT545,Peak District National Park Authority,http://www.peakdistrict.gov.uk/,,1.04,,2021-12-24
PB348,Pension Protection Fund,https://www.ppf.co.uk/,,0.40,,2021-12-24
OT1289,Phone-paid Services Authority,https://psauthority.org.uk/,,0.85,,2021-12-24
EA39,Planning Inspectorate,https://gov.uk/government/organisations/planning-inspectorate,,0.34,,2021-12-24
PB423,Plant Varieties and Seeds Tribunal,https://gov.uk/government/organisations/plant-varieties-and-seeds-tribunal,,0.13,,2021-12-24
PB273,Police Advisory Board for England and Wales,https://gov.uk/government/organisations/police-advisory-board-for-england-and-wales,,0.15,,2021-12-24
PB278,Police Discipline Appeals Tribunal,https://gov.uk/government/organisations/police-discipline-appeals-tribunal,,0.13,,2021-12-24
PB1083,Police Remuneration Review Body,https://gov.uk/government/organisations/police-remuneration-review-body,,0.32,,2021-12-24
OT657,Police Service of Northern Ireland,http://www.psni.police.uk/,,2.73,,2021-12-24
OT1030,Policy Profession,https://gov.uk/government/organisations/civil-service-policy-profession,,0.13,,2021-12-24
OT1184,Porton Biopharma Limited,http://www.portonbiopharma.com/,,0.75,,2021-12-24
OT1210,Preventing Sexual Violence in Conflict Initiative,https://gov.uk/government/organisations/preventing-sexual-violence-in-conflict-initiative,,0.45,,2021-12-24
OT532,"Prime Minister's Office, 10 Downing Street",https://gov.uk/government/organisations/prime-ministers-office-10-downing-street,,1.81,,2021-12-24
PB446,Prison Service Pay Review Body,https://gov.uk/government/organisations/prison-services-pay-review-body,,0.63,,2021-12-24
IM327,Prisons and Probation Ombudsman,http://www.ppo.gov.uk/,,0.34,,2021-12-24
OT342,Privy Council Office,http://privycouncil.independent.gov.uk/,,0.17,,2021-12-24
OT659,Probation Board for Northern Ireland,https://www.pbni.org.uk/,,1.30,,2021-10-07
OT723,Probation Service,https://gov.uk/government/organisations/probation-service,,0.66,,2021-12-24
OT1032,Procurement profession,https://gov.uk/government/organisations/civil-service-procurement-profession,,0.13,,2021-12-24
OT971,Professional Standards Authority for Health and Social Care,http://www.professionalstandards.org.uk/,,2.66,,2021-12-24
OT1031,Project Delivery Profession,https://gov.uk/government/organisations/civil-service-project-delivery-profession,,0.13,,2021-12-24
OT1265,Public Health Agency (Northern Ireland),http://www.publichealth.hscni.net,,1.25,,2021-12-24
OT1077,Public Health Wales,https://phw.nhs.wales/,,1.33,,2021-12-24
OT962,Public Prosecution Service for Northern Ireland,http://www.ppsni.gov.uk/,,0.85,,2021-12-24
OT1344,Public Services Ombudsman for Wales,http://www.ombudsman.wales/,,4.61,,2021-12-24
OT1192,Pubs Code Adjudicator,https://gov.uk/government/organisations/pubs-code-adjudicator,,0.26,,2021-12-24
EA40,Queen Elizabeth II Conference Centre,https://qeiicentre.london/,,17.11,,2021-12-24
OT581,Queen's Harbour Master,https://gov.uk/government/organisations/queens-harbour-master,,0.14,,2021-12-24
OT1254,Race Disparity Unit,https://gov.uk/government/organisations/race-disparity-unit,,0.73,,2021-12-24
OT1150,Radioactive Waste Management,https://gov.uk/government/organisations/radioactive-waste-management,,0.74,,2021-12-24
OT249,Rail Accident Investigation Branch,https://gov.uk/government/organisations/rail-accident-investigation-branch,,0.90,,2021-12-24
OT1207,Rail Safety and Standards Board,http://www.rssb.co.uk/,,3.55,,2021-12-24
PB1331,Reclaim Fund Ltd,https://gov.uk/government/organisations/reclaim-fund-ltd,,0.13,,2021-12-24
OT1293,Regional Schools Commissioners,https://gov.uk/government/organisations/regional-schools-commissioners,,0.66,,2021-12-24
PB1218,Regulator of Social Housing,https://gov.uk/government/organisations/regulator-of-social-housing,,0.38,,2021-12-24
PB354,Regulatory Policy Committee,https://gov.uk/government/organisations/regulatory-policy-committee,,0.40,,2021-12-24
OT1242,Remploy Pension Scheme Trustees Ltd ,https://gov.uk/government/organisations/remploy-pension-scheme-trustees-ltd,,0.13,,2021-12-24
OT1065,Reserve Forces' and Cadets' Associations (RFCA),https://gov.uk/government/organisations/reserve-forces-and-cadets-associations,,0.59,,2021-12-24
PB530,Review Body on Doctors' and Dentists' Remuneration,https://gov.uk/government/organisations/review-body-on-doctors-and-dentists-remuneration,,0.65,,2021-12-24
PB308,Royal Air Force Museum,http://www.rafmuseum.org.uk,,1.04,,2021-12-24
PB182,Royal Armouries Museum,http://www.royalarmouries.org/,,2.62,,2021-12-24
PB310,Royal Marines Museum,https://www.nmrn.org.uk/royal-marines-museum/new-museum,,0.91,,2021-12-25
EA114,Royal Mint,http://www.royalmint.com/,,9.31,,2021-12-24
PB434,Royal Mint Advisory Committee,https://gov.uk/government/organisations/royal-mint-advisory-committee,,0.13,,2021-12-24
PB291,Royal Museums Greenwich,http://www.rmg.co.uk,,2.93,,2021-12-24
OT409,Royal Navy Submarine Museum,http://www.submarine-museum.co.uk/,,2.31,,2021-12-24
OT1060,Rural Development Programme for England Network,https://gov.uk/government/organisations/rural-development-programme-for-england-network,,0.14,,2021-12-24
EA58,Rural Payments Agency,https://gov.uk/government/organisations/rural-payments-agency,,0.45,,2021-12-24
PC387,S4C,http://www.s4c.co.uk,,2.96,,2021-12-24
PB1325,Salix Finance Ltd,https://www.salixfinance.co.uk,,2.10,,2021-12-24
PB414,School Teachers' Review Body,https://gov.uk/government/organisations/school-teachers-review-body,,0.53,,2021-12-24
PB211,Science Advisory Council,https://gov.uk/government/organisations/science-advisory-council,,0.26,,2021-12-24
PB177,Science Museum Group,https://group.sciencemuseum.org.uk,,0.63,,2021-12-24
PB135,Science and Technology Facilities Council,http://www.stfc.ac.uk/,,2.14,,2021-12-24
PB402,Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons,https://gov.uk/government/organisations/science-advisory-committee-on-the-medical-implications-of-less-lethal-weapons,,0.14,,2021-12-24
OT1311,Scientific Advisory Group for Emergencies,https://gov.uk/government/organisations/scientific-advisory-group-for-emergencies,,0.36,,2021-12-24
OT205,Sea Fish Industry Authority,http://www.seafish.org/,,3.35,,2021-12-24
OT305,Secret Intelligence Service,https://www.sis.gov.uk/,,1.39,,2021-12-24
PB264,Security Industry Authority,https://gov.uk/government/organisations/security-industry-authority,,0.53,,2021-12-24
PB367,Security Vetting Appeals Panel,https://gov.uk/government/organisations/security-vetting-appeals-panel,,0.14,,2021-12-24
OT1220,Sellafield Ltd,https://gov.uk/government/organisations/sellafield-ltd,,0.52,,2021-12-24
PB368,Senior Salaries Review Body ,https://gov.uk/government/organisations/review-body-on-senior-salaries,,0.53,,2021-12-24
PB295,Sentencing Council for England and Wales,https://www.sentencingcouncil.org.uk,,1.85,,2021-12-24
D115,Serious Fraud Office,http://www.sfo.gov.uk/,,7.09,,2021-12-24
OT1168,Service Complaints Ombudsman ,https://www.scoaf.org.uk/,,0.65,,2021-12-25
OT406,Service Prosecuting Authority,https://gov.uk/government/organisations/service-prosecuting-authority,,0.13,,2021-12-24
PB1093,Single Source Regulations Office,https://gov.uk/government/organisations/single-source-regulations-office,,0.37,,2021-12-24
PB183,Sir John Soane's Museum,http://www.soane.org/,,1.50,,2021-12-24
PB1237,Small Business Commissioner,https://gov.uk/government/organisations/small-business-commissioner,,0.18,,2021-12-24
PB1193,Social Mobility Commission,https://gov.uk/government/organisations/social-mobility-commission,,0.40,,2021-12-24
PB578,Social Science Research Committee,http://www.food.gov.uk/ssrc,,0.25,,2021-12-24
PB232,Social Security Advisory Committee,https://gov.uk/government/organisations/social-security-advisory-committee,,0.42,,2021-12-24
PB1298,Social Work England,https://socialworkengland.org.uk/,,2.38,,2021-12-24
OT546,South Downs National Park Authority,http://www.southdowns.gov.uk,,1.91,,2021-12-24
PB190,Sport England,http://www.sportengland.org,,1.14,,2021-12-24
OT694,Sport Northern Ireland (Sports Council for Northern Ireland),http://www.sportni.net/,,0.47,,2021-12-24
OT734,Sports Council for Wales,https://www.sport.wales/,,0.63,,2021-12-24
PB184,Sports Grounds Safety Authority,http://www.safetyatsportsgrounds.org.uk/,,0.86,,2021-12-24
OT1086,Stabilisation Unit,https://gov.uk/government/organisations/stabilisation-unit,,0.37,,2021-12-24
EA243,Standards and Testing Agency,https://gov.uk/government/organisations/standards-and-testing-agency,,0.49,,2021-12-24
OT1300,Strategic Command,https://gov.uk/government/organisations/strategic-command,,0.72,,2021-12-24
PB27,Student Loans Company,https://gov.uk/government/organisations/student-loans-company,,1.11,,2021-12-24
OT1314,Submarine Delivery Agency,https://gov.uk/government/organisations/submarine-delivery-agency,,0.46,,2021-12-24
D435,Supreme Court of the United Kingdom,http://www.supremecourt.uk,,1.46,,2021-12-24
OT552,Surveillance Camera Commissioner,https://gov.uk/government/organisations/surveillance-camera-commissioner,,0.37,,2021-12-24
PB571,Tate,http://www.tate.org.uk,,3.23,,2021-12-24
EA1256,Teaching Regulation Agency,https://gov.uk/government/organisations/teaching-regulation-agency,,0.53,,2021-12-24
PB274,Technical Advisory Board,https://gov.uk/government/organisations/technical-advisory-board,,0.21,,2021-12-24
OT433,The Adjudicator’s Office,https://gov.uk/government/organisations/the-adjudicator-s-office,,0.34,,2021-12-24
PB438,The Advisory Council on National Records and Archives,https://www.nationalarchives.gov.uk/about/our-role/advisory-council/,,0.16,,2021-12-24
D98,The Charity Commission,https://gov.uk/government/organisations/charity-commission,,0.85,,2021-12-24
OT100,The Crown Estate,http://www.thecrownestate.co.uk/,,1.11,,2021-12-24
IM1203,The Electoral Commission,http://www.electoralcommission.org.uk/,,0.62,,2021-12-24
OT1179,The Executive Office (Northern Ireland),https://www.executiveoffice-ni.gov.uk/,,0.24,,2021-12-24
EA32,The Insolvency Service,https://gov.uk/government/organisations/insolvency-service,,0.84,,2021-12-24
IM329,The Legal Ombudsman,http://www.legalombudsman.org.uk/,,1.05,,2021-12-24
EA71,The National Archives,http://www.nationalarchives.gov.uk/,,1.49,,2021-12-24
PB1283,The National Lottery Community Fund,https://www.tnlcommunityfund.org.uk/,,0.47,,2021-12-24
PB401,The Oil and Pipelines Agency,https://gov.uk/government/organisations/oil-and-pipelines-agency,,0.28,,2021-12-24
OT519,The Parliamentary and Health Service Ombudsman ,http://www.ombudsman.org.uk/,,1.10,,2021-12-24
PB235,The Pension Protection Fund Ombudsman,https://www.pensions-ombudsman.org.uk/,,0.79,,2021-12-24
PB233,The Pensions Advisory Service,http://www.pensionsadvisoryservice.org.uk/,,0.82,,2021-12-24
PB236,The Pensions Ombudsman,http://www.pensions-ombudsman.org.uk/,,0.79,,2021-12-24
PB234,The Pensions Regulator,https://www.thepensionsregulator.gov.uk,,0.40,,2021-12-24
PB382,The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest,http://www.artscouncil.org.uk/what-we-do/supporting-museums/cultural-property/export-controls/reviewing-committee/,,2.27,,2021-12-24
DA1020,The Scottish Government,http://www.gov.scot/,,0.50,,2021-12-24
OT304,The Security Service,https://www.mi5.gov.uk/,,2.94,,2021-12-24
PB380,The Theatres Trust,http://www.theatrestrust.org.uk/,,0.45,,2021-12-24
D240,The Water Services Regulation Authority ,http://www.ofwat.gov.uk/,,0.72,,2021-12-24
PB1327,Trade Remedies Authority,https://gov.uk/government/organisations/trade-remedies-authority,,0.75,,2021-12-24
PB465,Traffic Commissioners for Great Britain,https://gov.uk/government/organisations/traffic-commissioners,,1.02,,2021-12-24
PB1118,Transport Focus,http://www.transportfocus.org.uk/,,24.50,,2021-12-24
PB383,Treasure Valuation Committee,http://finds.org.uk/,,1.48,,2021-12-24
PB448,Tribunal Procedure Committee,https://gov.uk/government/organisations/tribunal-procedure-committee,,0.14,,2021-12-24
PB462,Trinity House,http://www.trinityhouse.co.uk/th/about/index.html,,2.06,,2021-12-24
PB377,UK Anti-Doping,http://www.ukad.org.uk,,1.22,,2021-12-24
OT1288,UK Asset Resolution Limited,https://www.ukar.co.uk/,,0.16,,2021-12-25
PB137,UK Atomic Energy Authority,https://gov.uk/government/organisations/uk-atomic-energy-authority,,0.71,,2021-12-25
OT1022,UK Co-ordinating Body,https://gov.uk/government/organisations/uk-co-ordinating-body,,0.53,,2021-12-25
OT1268,UK Council for Internet Safety,https://gov.uk/government/organisations/uk-council-for-internet-safety,,0.46,,2021-12-25
EA82,UK Debt Management Office,http://www.dmo.gov.uk/,,0.83,,2021-12-25
OT1312,UK Defence and Security Exports,https://gov.uk/government/organisations/uk-defence-and-security-exports,,0.14,,2021-12-25
D241,UK Export Finance,https://gov.uk/government/organisations/uk-export-finance,,1.07,,2021-12-25
OT1186,UK Government Investments,https://www.ukgi.org.uk,,1.66,,2021-12-25
EA1328,UK Health Security Agency,https://gov.uk/government/organisations/uk-health-security-agency,,0.47,,2021-12-25
PB1171,UK Holocaust Memorial Foundation,https://gov.uk/government/organisations/uk-holocaust-memorial-foundation,,1.20,,2021-12-25
EA51,UK Hydrographic Office,https://gov.uk/government/organisations/uk-hydrographic-office,,14.14,,2021-12-25
OT1330,UK National Authority for Counter-Eavesdropping,https://gov.uk/government/organisations/uk-national-authority-for-counter-eavesdropping,,0.13,,2021-12-25
OT1296,UK National Contact Point,https://gov.uk/government/organisations/uk-national-contact-point,,0.44,,2021-12-25
OT1326,UK National Screening Committee,https://gov.uk/government/organisations/uk-national-screening-committee,,0.42,,2021-12-25
PB1221,UK Research and Innovation,http://www.ukri.org/,,0.54,,2021-12-25
EA31,UK Space Agency,https://gov.uk/government/organisations/uk-space-agency,,1.35,,2021-12-25
PB185,UK Sport,https://www.uksport.gov.uk/,,47.16,,2021-12-25
D116,UK Statistics Authority,http://www.statisticsauthority.gov.uk/,,1.11,,2021-12-25
